feature	alteration_type	alteration	model_id	feature_match_1	feature_match_2	feature_match_3	feature_match_4	evidence	cancerhotspots_bin	cancerhotspots3D_bin	cgc_bin	cosmic_bin	gsea_pathways_bin	gsea_modules_bin
CDKN2A	Deletion		RMGI_OVARY	1	1	1	0	Preclinical	1	0	1	1	1	1
CEBPA	Amplification		RMGI_OVARY	0	0	0	0		0	0	1	1	1	1
CEP89	Amplification		RMGI_OVARY	0	0	0	0		0	0	1	1	0	0
CLTC	Amplification		RMGI_OVARY	0	0	0	0		0	1	1	1	0	1
COL1A1	Amplification		RMGI_OVARY	1	0	0	0		0	0	1	1	0	1
CUX1	Deletion		RMGI_OVARY	0	0	0	0		0	0	1	1	0	1
ELN	Deletion		RMGI_OVARY	0	0	0	0		0	0	1	1	0	1
ERBB2	Amplification		RMGI_OVARY	1	1	1	0	FDA-Approved	1	0	1	1	1	1
ETV4	Amplification		RMGI_OVARY	0	0	0	0		0	0	1	1	0	1
EZH2	Deletion		RMGI_OVARY	1	0	0	0		1	0	1	1	0	1
FGFR3	Amplification		RMGI_OVARY	1	0	0	0		1	1	1	1	1	1
FLCN	Deletion		RMGI_OVARY	1	0	0	0		0	0	1	1	1	0
FNBP1	Deletion		RMGI_OVARY	0	0	0	0		0	0	1	1	0	1
FOXP1	Deletion		RMGI_OVARY	0	0	0	0		1	0	1	1	0	1
FSTL3	Deletion		RMGI_OVARY	0	0	0	0		0	0	1	0	0	1
GAS7	Deletion		RMGI_OVARY	0	0	0	0		0	0	1	1	0	1
GPS2	Deletion		RMGI_OVARY	0	0	0	0		1	0	0	1	0	1
GRM3	Deletion		RMGI_OVARY	0	0	0	0		0	0	1	1	0	1
GTF2I	Deletion		RMGI_OVARY	0	0	0	0		1	0	0	1	0	1
HGF	Deletion		RMGI_OVARY	0	0	0	0		1	0	0	1	1	0
HIP1	Deletion		RMGI_OVARY	0	0	0	0		0	0	1	1	0	1
HLF	Amplification		RMGI_OVARY	0	0	0	0		0	0	1	1	0	1
IDH2	Amplification		RMGI_OVARY	1	0	0	0		1	0	1	1	0	1
KAT7	Amplification		RMGI_OVARY	0	0	0	0		0	0	1	1	0	1
LASP1	Amplification		RMGI_OVARY	0	0	0	0		0	0	1	1	0	1
LPP	Deletion		RMGI_OVARY	0	0	0	0		0	0	1	1	0	1
LRP1B	Deletion		RMGI_OVARY	0	0	0	0		0	0	1	1	0	1
LSM14A	Amplification		RMGI_OVARY	0	0	0	0		0	0	1	1	0	1
MAP2K4	Deletion		RMGI_OVARY	0	0	0	0		1	0	1	1	1	0
MGMT	Deletion		RMGI_OVARY	0	0	0	0		0	0	1	1	0	1
MITF	Deletion		RMGI_OVARY	0	0	0	0		0	0	1	1	1	1
MLLT6	Amplification		RMGI_OVARY	0	0	0	0		0	0	1	1	0	0
MSI2	Amplification		RMGI_OVARY	0	0	0	0		0	0	1	1	0	1
NCOR1	Deletion		RMGI_OVARY	0	0	0	0		0	0	1	1	1	1
NUP214	Deletion		RMGI_OVARY	0	0	0	0		0	0	1	1	0	1
PAX8	Amplification		RMGI_OVARY	0	0	0	0		0	0	1	1	1	1
PER1	Deletion		RMGI_OVARY	0	0	0	0		0	0	1	1	0	1
PPM1D	Amplification		RMGI_OVARY	0	0	0	0		1	0	1	1	0	1
PRPF8	Deletion		RMGI_OVARY	1	0	0	0		0	0	0	1	0	1
RABEP1	Deletion		RMGI_OVARY	0	0	0	0		0	0	1	1	0	0
RAD51C	Amplification		RMGI_OVARY	1	0	0	0		1	0	0	1	1	1
RARA	Amplification		RMGI_OVARY	0	0	0	0		1	0	1	1	1	1
RNF43	Amplification		RMGI_OVARY	0	0	0	0		1	0	1	1	0	1
SEPT9	Deletion		RMGI_OVARY	0	0	0	0		0	0	1	1	0	0
SMAD3	Deletion		RMGI_OVARY	0	0	0	0		1	1	1	1	1	1
SMARCE1	Amplification		RMGI_OVARY	0	0	0	0		0	0	1	0	0	0
SPECC1	Deletion		RMGI_OVARY	0	0	0	0		0	0	1	1	0	0
SPOP	Amplification		RMGI_OVARY	0	0	0	0		1	1	1	1	0	1
STAT3	Amplification		RMGI_OVARY	0	0	0	0		1	0	1	1	1	1
STAT5B	Amplification		RMGI_OVARY	0	0	0	0		0	0	1	1	1	1
STK11	Deletion		RMGI_OVARY	0	0	0	0		1	0	1	1	0	1
TACC3	Amplification		RMGI_OVARY	1	0	0	0		0	0	0	1	0	1
TAL2	Deletion		RMGI_OVARY	0	0	0	0		0	0	1	0	0	0
TCF3	Deletion		RMGI_OVARY	0	0	0	0		1	0	1	1	0	1
TP53	Deletion		RMGI_OVARY	1	1	1	0	Guideline	1	1	1	1	1	1
TRRAP	Deletion		RMGI_OVARY	0	0	0	0		0	0	1	1	0	0
USP6	Deletion		RMGI_OVARY	0	0	0	0		0	0	1	1	0	1
YWHAE	Deletion		RMGI_OVARY	0	0	0	0		0	0	1	1	0	1
ZFHX3	Deletion		RMGI_OVARY	0	0	0	0		0	0	1	1	0	1
A1CF	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
ABI1	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
AKT2	Amplification		RMUGS_OVARY	1	0	0	0		0	0	1	1	1	1
ARHGEF10	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
ARHGEF10L	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
ARID1A	Deletion		RMUGS_OVARY	1	1	1	0	Preclinical	1	0	1	1	0	1
ARID1B	Deletion		RMUGS_OVARY	0	0	0	0		1	0	1	1	0	1
AURKB	Deletion		RMUGS_OVARY	1	1	0	0	Preclinical	0	0	0	1	0	1
AXL	Amplification		RMUGS_OVARY	0	0	0	0		1	0	0	1	0	1
B2M	Deletion		RMUGS_OVARY	0	0	0	0		1	0	1	1	1	1
BAP1	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
BAX	Amplification		RMUGS_OVARY	0	0	0	0		0	1	1	1	1	0
BCL2	Deletion		RMUGS_OVARY	0	0	0	0		1	0	1	1	1	1
BCL2L12	Amplification		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
BCL3	Amplification		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
BCLAF1	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
BLM	Amplification		RMUGS_OVARY	1	0	0	0		0	0	1	1	1	1
BMPR1A	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
BRD4	Deletion		RMUGS_OVARY	1	0	0	0		1	0	1	1	0	1
BUB1B	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	1	1
CACNA1D	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
CALR	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
CAMTA1	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
CARD11	Amplification		RMUGS_OVARY	0	0	0	0		1	0	1	1	0	0
CASC5	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
CASP3	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	1	1
CASP9	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	1	1
CBFB	Amplification		RMUGS_OVARY	0	0	0	0		1	0	1	1	0	1
CBLC	Amplification		RMUGS_OVARY	0	0	0	0		0	0	1	1	1	0
CCDC6	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	1	0
CCNC	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	0	0	0
CCNE1	Amplification		RMUGS_OVARY	1	1	1	0	Preclinical	0	0	1	1	1	1
CCR4	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
CD209	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
CD274	Deletion		RMUGS_OVARY	1	1	0	0	Inferential	0	0	1	1	0	0
CD28	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
CD79A	Amplification		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
CDKN2A	Deletion		RMUGS_OVARY	1	1	1	0	Preclinical	1	0	1	1	1	1
CEBPA	Amplification		RMUGS_OVARY	0	0	0	0		0	0	1	1	1	1
CEP89	Amplification		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
CHD2	Amplification		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
CHST11	Amplification		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
CIC	Amplification		RMUGS_OVARY	0	0	0	0		1	0	1	1	0	0
CNOT3	Amplification		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
CNTNAP2	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
CPEB3	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
CRNKL1	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
CRTC1	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
CRTC3	Amplification		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
CTLA4	Deletion		RMUGS_OVARY	0	0	0	0		1	1	0	1	0	1
CTNNB1	Deletion		RMUGS_OVARY	1	0	0	0		1	0	1	1	1	0
CYP2C8	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
DCC	Deletion		RMUGS_OVARY	0	0	0	0		0	1	1	1	1	0
DNAJB1	Deletion		RMUGS_OVARY	0	0	0	0		1	0	1	1	0	1
DNM2	Deletion		RMUGS_OVARY	0	0	0	0		0	1	1	1	0	1
DNMT1	Deletion		RMUGS_OVARY	0	0	0	0		1	0	0	1	0	1
ECT2L	Deletion		RMUGS_OVARY	0	0	0	0		0	1	1	1	0	0
EGFR	Amplification		RMUGS_OVARY	1	1	1	0	Clinical evidence	1	1	1	1	1	1
ELL	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
EPHA3	Deletion		RMUGS_OVARY	0	0	0	0		1	0	1	1	0	0
EPHA7	Deletion		RMUGS_OVARY	0	0	0	0		1	0	1	1	0	1
ERBB4	Deletion		RMUGS_OVARY	0	0	0	0		1	0	1	1	1	1
ERCC2	Amplification		RMUGS_OVARY	1	0	0	0		1	0	1	1	0	1
ERG	Deletion		RMUGS_OVARY	1	0	0	0		1	0	1	1	0	1
ERRFI1	Deletion		RMUGS_OVARY	1	0	0	0		1	0	0	1	0	1
ESR1	Deletion		RMUGS_OVARY	1	1	0	0	Clinical evidence	1	0	1	1	1	1
ETV1	Amplification		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
EZH2	Deletion		RMUGS_OVARY	1	0	0	0		1	0	1	1	0	1
EZR	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
FAM131B	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
FANCG	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	1	1
FAS	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	1	1
FAT1	Deletion		RMUGS_OVARY	0	0	0	0		1	0	1	1	0	1
FBLN2	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
FES	Amplification		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
FGFR1OP	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
FGFR2	Deletion		RMUGS_OVARY	1	1	0	0	Preclinical	1	0	1	1	1	1
FHIT	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	1	1
FKBP9	Amplification		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
FLCN	Deletion		RMUGS_OVARY	1	0	0	0		0	0	1	1	1	0
FOXO3	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	1	0
FOXP1	Deletion		RMUGS_OVARY	0	0	0	0		1	0	1	1	0	1
FSTL3	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	0	0	1
GAS7	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
GATA3	Deletion		RMUGS_OVARY	1	0	0	0		1	0	1	1	0	1
GNA11	Deletion		RMUGS_OVARY	0	0	0	0		1	0	1	1	0	0
GOPC	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
GPS2	Deletion		RMUGS_OVARY	0	0	0	0		1	0	0	1	0	1
HMGN2P46	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	0	0	0
HNRNPA2B1	Amplification		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
HOXA11	Amplification		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
HOXA13	Amplification		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
HOXA9	Amplification		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
ID3	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
IDH2	Amplification		RMUGS_OVARY	1	0	0	0		1	0	1	1	0	1
IGF1R	Amplification		RMUGS_OVARY	0	0	0	0		1	0	0	1	1	1
IKZF1	Amplification		RMUGS_OVARY	0	0	0	0		1	0	1	1	0	1
IL12RB1	Deletion		RMUGS_OVARY	1	0	0	0		0	0	0	1	0	1
JAK2	Deletion		RMUGS_OVARY	1	0	0	0		0	0	1	1	1	1
JAK3	Deletion		RMUGS_OVARY	1	0	0	0		0	0	1	1	0	1
JAZF1	Amplification		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
KAT6B	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
KDSR	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
KEAP1	Deletion		RMUGS_OVARY	1	1	1	0	Preclinical	1	1	1	1	0	1
KIAA1598	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
KIF5B	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
KLF6	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
KLK2	Amplification		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
LARP4B	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
LRP1B	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
LSM14A	Amplification		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
LYL1	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
MALT1	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
MAP2K2	Deletion		RMUGS_OVARY	1	0	0	0		1	0	1	1	1	1
MAP2K4	Deletion		RMUGS_OVARY	0	0	0	0		1	0	1	1	1	0
MDS2	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
MEF2B	Deletion		RMUGS_OVARY	0	0	0	0		1	0	0	1	0	0
MGA	Deletion		RMUGS_OVARY	0	0	0	0		1	0	0	1	0	1
MGMT	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
MITF	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	1	1
MLH1	Deletion		RMUGS_OVARY	1	0	0	0		0	0	1	1	1	1
MLLT1	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
MLLT10	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
MLLT3	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
MLLT4	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
MNX1	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
MST1	Deletion		RMUGS_OVARY	0	0	0	0		1	0	0	1	0	1
MTOR	Deletion		RMUGS_OVARY	1	0	0	0		1	1	1	1	1	0
MUC16	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
MYB	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
MYD88	Deletion		RMUGS_OVARY	0	0	0	0		1	0	1	1	0	1
MYO5A	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
NCKIPSD	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
NCOA4	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	1	1
NCOR1	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	1	1
NFIB	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
NFKB2	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	1	1
NT5C2	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
NTRK3	Amplification		RMUGS_OVARY	1	0	0	0		0	0	1	1	0	1
OLIG2	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
PAK7	Deletion		RMUGS_OVARY	0	0	0	0		1	0	0	1	1	0
PAX5	Deletion		RMUGS_OVARY	0	0	0	0		1	0	1	1	0	1
PAX7	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
PBRM1	Deletion		RMUGS_OVARY	1	1	1	0	Clinical evidence	1	1	1	1	0	1
PBX1	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
PDCD1LG2	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
PDE4DIP	Amplification		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
PER1	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
PIK3CD	Deletion		RMUGS_OVARY	0	0	0	0		1	0	0	1	1	1
PIK3R2	Deletion		RMUGS_OVARY	0	0	0	0		1	0	0	1	1	1
PML	Amplification		RMUGS_OVARY	0	0	0	0		0	0	1	1	1	0
PMS2	Amplification		RMUGS_OVARY	1	0	0	0		1	0	1	1	1	0
POLD1	Amplification		RMUGS_OVARY	1	0	0	0		0	0	1	1	1	1
POLG	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
PPP2R1A	Amplification		RMUGS_OVARY	0	0	0	0		1	1	1	1	0	0
PPP4R2	Deletion		RMUGS_OVARY	0	0	0	0		1	0	0	1	0	1
PRDM1	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
PRDM2	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
PRF1	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	1	1
PRKACA	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
PRPF8	Deletion		RMUGS_OVARY	1	0	0	0		0	0	0	1	0	1
PSIP1	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
PTEN	Deletion		RMUGS_OVARY	1	1	1	0	Clinical evidence	1	1	1	1	1	0
PTPRD	Deletion		RMUGS_OVARY	0	0	0	0		1	1	1	1	0	1
PTPRS	Deletion		RMUGS_OVARY	0	0	0	0		1	0	0	1	0	1
QKI	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
RABEP1	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
RAC1	Amplification		RMUGS_OVARY	0	0	0	0		1	1	1	1	1	1
RET	Deletion		RMUGS_OVARY	1	0	0	0		1	0	1	1	1	1
RHEB	Deletion		RMUGS_OVARY	0	0	0	0		1	0	0	1	0	1
RHOA	Deletion		RMUGS_OVARY	0	0	0	0		1	1	1	1	1	1
ROBO2	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
ROS1	Deletion		RMUGS_OVARY	1	0	0	0		0	0	1	1	0	1
RPL22	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
RUNX1	Deletion		RMUGS_OVARY	1	0	0	0		1	0	1	1	1	1
SDHB	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
SESN2	Deletion		RMUGS_OVARY	0	0	0	0		1	0	0	1	0	1
SETBP1	Deletion		RMUGS_OVARY	1	0	0	0		0	1	1	1	0	1
SETD2	Deletion		RMUGS_OVARY	0	0	0	0		1	1	1	1	0	1
SFRP4	Amplification		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
SGK1	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
SH3GL1	Deletion		RMUGS_OVARY	0	0	0	0		0	1	1	1	0	1
SIRPA	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
SMAD2	Deletion		RMUGS_OVARY	0	0	0	0		1	0	1	1	1	0
SMAD4	Deletion		RMUGS_OVARY	0	0	0	0		1	1	1	1	1	0
SMARCA4	Deletion		RMUGS_OVARY	1	0	0	0		1	0	1	1	0	1
SPECC1	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
SPEN	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
SPRED1	Deletion		RMUGS_OVARY	0	0	0	0		1	0	0	1	0	0
STIL	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
STK11	Deletion		RMUGS_OVARY	0	0	0	0		1	0	1	1	0	1
SUFU	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	1	0
TCF3	Deletion		RMUGS_OVARY	0	0	0	0		1	0	1	1	0	1
TCF7L2	Deletion		RMUGS_OVARY	0	0	0	0		1	0	1	1	1	0
TET1	Deletion		RMUGS_OVARY	0	0	0	0		1	0	1	1	0	0
TFPT	Amplification		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
TGFBR2	Deletion		RMUGS_OVARY	0	0	0	0		1	0	1	1	1	1
TLX1	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
TMPRSS2	Deletion		RMUGS_OVARY	1	0	0	0		0	0	1	1	0	1
TNFAIP3	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	1	1
TP53	Deletion		RMUGS_OVARY	1	1	1	0	Guideline	1	1	1	1	1	1
TP63	Deletion		RMUGS_OVARY	0	0	0	0		1	0	1	1	0	1
TPM4	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
U2AF1	Deletion		RMUGS_OVARY	0	0	0	0		1	0	1	1	0	1
USP6	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
USP8	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
VAV1	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
VTI1A	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
XPC	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
YWHAE	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
ZEB1	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	1
ZNF331	Amplification		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
ZNF429	Deletion		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
ZNF479	Amplification		RMUGS_OVARY	0	0	0	0		0	0	1	1	0	0
BCR	Deletion		RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0		0	0	1	1	1	1
CDC73	Deletion		RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
JAK2	Deletion		RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0		0	0	1	1	1	1
RET	Deletion		RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0		1	0	1	1	1	1
SMAD4	Amplification		RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	1	1	1	1	0
AURKA	Amplification		RPMI7951_SKIN	1	1	1	0	Preclinical	0	0	0	1	0	1
BRCA1	Deletion		RPMI7951_SKIN	1	0	0	0		0	0	1	1	1	1
CRNKL1	Amplification		RPMI7951_SKIN	0	0	0	0		0	0	1	1	0	1
EIF4A2	Amplification		RPMI7951_SKIN	0	0	0	0		1	1	1	1	0	1
GNAS	Amplification		RPMI7951_SKIN	0	0	0	0		1	0	1	1	0	1
MECOM	Deletion		RPMI7951_SKIN	0	0	0	0		0	1	1	1	1	1
NCOA3	Amplification		RPMI7951_SKIN	0	0	0	0		1	0	0	1	1	1
NFATC2	Amplification		RPMI7951_SKIN	0	0	0	0		0	0	1	1	0	0
PAK7	Amplification		RPMI7951_SKIN	0	0	0	0		1	0	0	1	1	0
PTEN	Deletion		RPMI7951_SKIN	1	1	1	0	Clinical evidence	1	1	1	1	1	0
PTK6	Amplification		RPMI7951_SKIN	0	0	0	0		0	0	1	1	0	0
SALL4	Amplification		RPMI7951_SKIN	0	0	0	0		0	0	1	1	0	0
SDC4	Amplification		RPMI7951_SKIN	0	0	0	0		0	0	1	1	0	0
SIRPA	Amplification		RPMI7951_SKIN	0	0	0	0		0	0	1	1	0	0
SS18L1	Amplification		RPMI7951_SKIN	0	0	0	0		0	0	1	1	0	0
STAG1	Deletion		RPMI7951_SKIN	0	0	0	0		0	0	1	1	0	0
ALK	Deletion		RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0		1	0	1	1	0	0
ARHGEF10	Deletion		RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
CDKN2C	Deletion		RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	1	0	Clinical evidence	0	1	1	1	0	1
CLTCL1	Deletion		RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	1	1	1	0	0
CRKL	Deletion		RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	0	Clinical evidence	0	0	0	1	1	1
CTNND2	Deletion		RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
DGCR8	Deletion		RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
EPHA3	Amplification		RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	0	1	1	0	0
ERBB2	Amplification		RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	1	0	FDA-Approved	1	0	1	1	1	1
FHIT	Deletion		RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	1	1
GMPS	Amplification		RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
GPC5	Deletion		RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
IRF4	Amplification		RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	0	1	1	0	1
JAK1	Amplification		RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0		1	0	1	1	1	1
KDM6A	Deletion		RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	0	1	1	0	0
LRP1B	Amplification		RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
LZTR1	Deletion		RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
MAPK1	Deletion		RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0		1	1	1	1	1	1
MECOM	Amplification		RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	1	1	1	1	1
MGMT	Deletion		RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
MLF1	Amplification		RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	0	0	1
